Bus_ID,BusinessName,AddressLine2,AddressLine3,PostCode,Longitude,Latitude,Cost,Quality,Food_Type_1,Food_Type_2,Food_Type_3
358,Wagamama,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,3,3,Oriental,,
359,Wee Curry Shop,7 Buccleuch Street,Glasgow,G3 6SJ,-4.260136,55.86714,3,4,Indian,Scottish,
360,Wee Lochan,340 Crow Road,Glasgow,G11 7HT,-4.32221,55.878009,4,3,Scottish,,
361,West Bar,15 Binnie Place,Glasgow,G40 1AW,-4.234176,55.8515,2,2,Pub/Bar,,
362,Willow Tea Rooms,97 Buchanan Street,Glasgow,G1 3HF,-4.254819,55.860066,2,3,Scottish,,
363,Windows Restaurant,44 West George Street,Glasgow,,-4.25322682,55.86195588,3,4,European,,
364,Wishbones,31 High Street,Glasgow,G1 1LX,-4.243279,55.857527,2,1,American,,
365,Wok To Walk,304 Sauchiehall Street,Glasgow,G2 3JA,-4.263684,55.865763,1,2,Oriental,Fast Food,
366,Wong Express,920 Maryhill Road,Glasgow,G20 7TA,-4.280196,55.884044,3,3,Oriental,,
367,Wudon,535 Great Western Road,Glasgow,G12 8HN,-4.282973,55.875517,2,3,Seafood,Oriental,
368,Yarrows Cafe,1915 Dumbarton Road,Glasgow,G14 0YS,-4.364388,55.882769,1,1,Chip Shop,,
369,Yellow Bird Cafe,39 Paisley Road West,Glasgow,G51 1LG,-4.28068,55.853325,1,1,Chip Shop,,
370,Yen,28 Tunnel Street,Glasgow,G3 8HL,-4.283461,55.859322,3,3,Oriental,,
371,Yo Sushi,21 Buchanan Street,Glasgow,G1 3HL,-4.254903,55.859309,2,2,Seafood,,
372,Yo! Sushi,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,2,2,Seafood,,
373,Zebra Cafe,34 Queen Street,Glasgow,G1 3DX,-4.251911,55.858681,3,3,Pub/Bar,,
374,Zizzi,31 Royal Exchange Square,Glasgow,G1 3AJ,-4.252971,55.859875,3,4,Italian,,
375,Zizzi,8 Cresswell Lane,Glasgow,G12 8AA,-4.292252,55.875911,3,4,Italian,,
376,Zizzi,48 Buchanan Street,Glasgow,,-4.25452799,55.859396,3,4,Italian,,
377,Zorba,25 High Street,Glasgow,G1 1LX,-4.243279,55.857527,2,3,European,,
